id,minority,female,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
721,0,0,2,0,0,4,2,0
722,1,1,1,2,61.99,6,16,0
723,0,1,3,1,79.49,0,18,0
724,1,0,1,1,64.99,6,13,0
725,0,1,2,1,154.47,1,16,0
726,0,1,2,0,0,0,16,0
727,0,0,1,6,184.47,7,4,0
728,0,0,3,1,53.99,1,17,1
729,0,1,3,2,51.99,0,16,0
730,0,0,2,1,63.49,1,6,0
731,0,0,3,1,147.98,6,1,0
732,0,1,3,2,80.99,6,18,0
733,0,0,1,4,38.49,6,10,1
734,0,0,2,0,0,1,2,0
735,0,1,1,3,105.98,1,13,0
736,0,0,1,2,200.97,0,15,1
737,0,0,1,6,41.99,4,18,1
738,0,0,2,6,188.97,6,17,0
739,1,0,1,2,66.99,4,20,0
740,1,1,1,3,143.97,2,22,0
741,0,0,1,1,200.97,4,14,0
742,0,1,1,2,66.99,0,10,0
743,0,1,3,2,76.49,6,20,0
744,0,1,3,1,71.99,3,20,0
745,0,1,3,1,90.98,0,13,1
746,0,0,1,2,59.99,0,12,1
747,0,1,1,3,85.49,3,19,0
748,0,0,3,4,55.49,4,17,0
749,1,1,3,0,0,0,13,0
750,0,0,2,0,0,3,18,0
751,0,0,1,1,72.49,1,1,0
752,0,0,1,6,131.98,0,14,0
753,0,1,3,2,55.99,3,28,0
754,1,0,1,2,45.49,5,1,1
755,1,0,1,0,0,1,18,1
756,0,1,3,1,155.97,7,13,0
757,1,0,1,0,0,4,14,1
758,0,1,5,2,70.99,0,20,1
759,0,0,1,3,162.98,1,2,0
760,0,0,3,2,136.98,3,5,1
761,0,0,4,6,70.99,2,11,1
762,0,1,1,2,48.99,7,14,0
763,0,1,1,4,61.99,5,14,1
764,1,0,1,0,0,5,13,0
765,0,0,5,5,131.98,2,6,1
766,0,0,1,0,0,4,17,1
767,0,0,2,0,0,2,4,1
768,1,0,4,4,158.98,1,3,1
769,0,1,3,0,0,1,16,0
770,1,1,1,0,0,0,15,0
771,0,1,3,1,65.99,4,17,1
772,0,0,2,3,61.99,3,5,0
773,0,0,2,2,129.98,5,18,1
774,1,0,1,5,55.99,4,15,1
775,0,1,4,2,109.98,0,15,1
776,1,1,1,1,67.99,0,10,0
777,0,1,3,2,29.99,2,15,0
778,0,0,2,0,0,1,15,1
779,1,1,1,0,0,2,23,0
780,0,1,5,1,133.98,1,7,0
781,0,1,3,1,50.49,0,14,1
782,0,1,2,0,0,5,18,1
783,0,0,2,1,146.98,0,4,0
784,0,1,1,0,0,4,23,0
785,0,0,1,0,0,5,6,0
786,0,1,3,0,0,5,23,0
787,0,0,1,2,53.99,7,6,0
788,0,0,1,1,117.98,5,7,1
789,0,1,1,3,45.49,0,10,0
790,0,1,2,0,0,7,12,0
791,0,1,1,0,0,2,8,0
792,0,1,2,0,0,7,27,0
793,0,1,1,0,0,0,17,1
794,0,0,2,3,59.49,1,11,0
795,0,1,3,2,50.99,4,21,0
796,1,1,3,0,0,5,18,0
797,0,1,3,0,0,7,19,0
798,0,0,4,1,170.97,7,4,0
799,0,1,1,5,62.99,7,5,0
800,1,1,1,0,0,0,21,0
801,0,1,1,1,146.97,0,23,0
802,0,0,3,0,0,4,18,0
803,0,1,2,1,73.99,5,23,0
804,0,1,1,1,69.99,7,20,0
805,0,1,1,1,44.99,6,12,0
806,0,1,3,1,58.49,4,26,0
807,1,1,1,6,56.49,6,17,0
808,0,0,2,1,60.99,0,2,1
809,0,1,2,1,57.99,1,15,1
810,0,0,2,0,0,3,12,1
811,0,1,1,0,0,1,13,1
812,0,1,3,2,56.49,1,7,0
813,0,1,2,5,54.99,4,23,0
814,0,1,2,3,69.49,1,18,0
815,0,0,1,0,0,2,14,0
816,0,1,2,0,0,0,19,0
817,1,1,1,2,55.49,5,20,1
818,0,0,2,0,0,7,18,1
819,0,1,2,0,0,2,17,0
820,0,1,3,5,44.49,1,9,1
821,0,0,4,3,65.49,6,2,0
822,1,1,1,0,0,4,20,0
823,0,1,3,1,145.98,4,24,0
824,0,1,1,2,69.49,0,20,1
825,0,0,4,1,61.99,1,11,0
826,0,1,2,3,54.99,1,17,0
827,0,0,2,2,74.49,0,12,1
828,1,1,3,0,0,4,10,0
829,0,1,3,0,0,1,16,1
830,1,1,1,5,64.49,0,12,0
831,1,1,1,3,46.99,2,21,0
832,0,1,2,4,54.99,4,19,1
833,0,1,1,5,163.98,7,17,0
834,0,1,3,0,0,0,23,0
835,0,1,1,0,0,0,17,0
836,0,0,4,2,66.49,4,10,1
837,0,1,1,0,0,1,20,0
838,0,1,3,2,93.98,4,16,0
839,1,1,1,1,29.99,5,15,0
840,0,0,4,1,65.99,6,6,1
841,0,0,2,1,63.49,4,4,0
842,1,1,1,4,38.49,1,19,0
843,0,0,1,3,56.99,4,6,0
844,0,0,2,1,65.49,5,3,1
845,0,1,1,0,0,5,16,1
846,1,0,1,5,102.98,4,1,0
847,0,0,1,0,0,6,9,0
848,1,1,1,4,50.99,4,10,0
849,0,1,3,0,0,6,17,1
850,0,1,2,0,0,0,14,0
851,0,0,1,0,0,6,1,1
852,0,1,2,0,0,7,13,0
853,0,1,1,2,133.98,2,17,1
854,1,1,1,2,82.98,1,24,0
855,0,1,5,6,68.98,0,18,0
856,1,0,1,1,55.99,2,10,0
857,0,0,3,0,0,1,3,0
858,0,1,3,1,97.98,1,18,0
859,0,0,3,0,0,5,4,1
860,1,1,3,10,142.98,0,13,0
861,0,0,5,1,55.99,1,1,0
862,1,0,5,2,67.99,0,2,0
863,0,1,3,4,57.99,0,17,0
864,0,1,2,8,53.99,5,16,0
865,1,1,1,7,60.99,2,19,0
866,0,1,3,1,147.98,3,25,0
867,1,0,1,9,133.98,3,14,0
868,0,1,3,2,129.98,6,19,0
869,0,1,2,4,68.99,2,18,0
870,0,0,4,0,0,7,13,0
871,0,1,1,1,57.99,0,16,0
872,0,1,3,1,40.99,6,22,0
873,0,1,1,2,51.99,3,12,0
874,0,0,1,4,247.96,1,2,1
875,0,1,2,6,115.98,6,11,0
876,0,0,1,1,55.99,0,3,0
877,0,0,1,2,67.99,3,17,1
878,0,0,2,1,71.99,4,8,1
879,0,1,3,0,0,4,12,0
880,0,0,3,1,66.99,2,6,0
881,1,1,3,0,0,7,9,0
882,0,0,2,7,148.47,3,11,1
883,0,1,3,0,0,5,12,0
884,0,0,3,1,139.98,2,1,1
885,1,0,1,1,58.99,7,2,0
886,0,1,3,0,0,4,15,1
887,0,1,3,1,63.99,5,24,0
888,0,1,1,3,40.99,5,14,0
889,0,0,2,2,53.49,0,19,0
890,1,1,2,0,0,7,26,0
891,0,0,1,13,54.99,0,14,0
892,0,1,3,0,0,5,9,0
893,0,1,4,0,0,7,17,0
894,0,0,2,5,76.99,7,20,0
895,0,0,1,5,77.99,3,5,0
896,0,0,1,0,0,5,9,0
897,0,0,2,0,0,0,14,0
898,0,1,5,4,57.49,2,21,0
899,1,0,1,0,0,7,5,0
900,1,1,3,0,0,0,11,0
901,1,0,1,2,54.99,4,8,0
902,0,0,2,3,143.98,7,12,0
903,1,1,1,4,56.99,7,11,0
904,0,1,2,3,73.49,7,22,0
905,0,1,4,0,0,6,17,1
906,0,0,2,1,65.49,5,5,0
907,0,0,2,0,0,4,14,1
908,0,0,3,1,69.99,2,7,0
909,0,1,1,1,58.99,2,22,0
910,1,0,1,0,0,2,10,0
911,1,1,1,0,0,7,14,0
912,0,1,5,1,51.99,1,11,0
913,0,1,4,0,0,3,24,0
914,0,0,1,1,62.99,4,1,1
915,0,0,2,1,145.98,1,8,0
916,0,0,1,1,47.99,4,4,1
917,1,0,1,3,181.47,0,10,0
918,1,1,1,0,0,1,12,0
919,0,0,2,3,133.98,5,8,1
920,0,0,1,3,130.98,2,4,1
921,0,1,1,2,51.49,3,19,0
922,0,1,3,1,58.99,7,10,0
923,0,1,1,3,143.98,1,26,0
924,0,1,2,1,157.98,3,16,0
925,0,1,3,0,0,7,12,0
926,1,0,4,5,60.99,3,8,0
927,0,1,1,7,57.99,1,21,0
928,0,1,3,3,48.99,5,16,0
929,0,0,2,5,145.47,6,13,1
930,1,0,1,0,0,3,17,0
931,0,0,2,2,95.99,3,15,0
932,1,1,1,0,0,2,13,0
933,1,0,3,0,0,4,5,1
934,0,1,3,0,0,6,15,0
935,1,0,1,7,121.98,3,12,0
936,0,1,1,0,0,0,25,0
937,0,0,1,1,48.49,0,15,1
938,0,0,5,1,48.49,6,18,1
939,1,0,1,1,67.99,2,15,0
940,1,1,5,2,57.99,0,13,0
941,0,1,4,10,70.49,6,13,1
942,0,1,2,0,0,2,16,1
943,1,0,1,0,0,5,11,0
944,0,0,1,1,172.47,0,10,0
945,0,0,3,0,0,5,12,1
946,0,0,3,0,0,5,15,0
947,0,1,5,0,0,6,14,1
948,0,0,2,0,0,5,1,1
949,0,1,1,1,61.99,1,7,1
950,0,0,1,2,51.99,5,2,0
951,0,1,3,3,50.99,2,18,0
952,1,1,1,2,144.98,4,16,0
953,0,0,2,5,62.99,4,6,0
954,1,1,1,2,56.99,2,21,0
955,1,1,1,3,99.98,5,22,0
956,0,0,4,1,45.99,2,3,0
957,1,1,3,0,0,7,15,0
958,0,0,1,0,0,6,3,0
959,1,1,1,0,0,1,17,0
960,0,1,3,3,95.98,0,19,1
961,0,0,4,2,62.49,4,20,0
962,1,1,1,0,0,0,22,0
963,0,0,2,7,79.99,4,6,0
964,0,1,3,3,154.98,1,17,0
965,1,1,3,3,55.99,1,16,0
966,0,0,2,8,60.49,5,5,0
967,0,0,1,2,61.99,5,6,0
968,0,1,2,4,58.99,4,17,0
969,0,0,1,0,0,6,13,0
970,0,1,2,5,39.99,7,17,0
971,0,1,1,1,56.49,5,8,0
972,0,1,3,6,57.99,4,13,0
973,0,1,2,0,0,1,22,0
974,0,1,3,0,0,2,17,0
975,0,0,5,1,53.49,4,7,0
976,1,0,1,0,0,1,22,0
977,0,1,3,1,103.98,7,22,0
978,1,0,1,0,0,2,4,0
979,1,1,1,3,59.99,0,20,0
980,1,0,1,3,61.99,2,4,0
981,0,0,2,0,0,5,2,1
982,1,0,1,1,69.99,0,1,0
983,0,0,1,0,0,7,10,1
984,1,0,1,2,80.99,2,4,0
985,0,0,4,1,147.98,6,10,0
986,1,1,1,0,0,1,20,0
987,0,1,3,1,66.99,4,8,1
988,0,0,4,2,175.47,0,8,0
989,0,0,3,1,63.99,2,1,1
990,0,0,2,1,48.49,5,7,0
991,1,0,1,3,62.99,6,3,1
992,0,1,4,1,59.99,2,16,1
993,0,0,1,1,121.98,0,8,0
994,0,1,3,7,63.49,4,17,0
995,0,0,1,3,133.98,4,4,1
996,0,1,3,3,51.99,4,15,1
997,0,1,4,1,116.98,3,17,0
998,0,1,1,19,116.98,2,27,1
999,0,0,3,7,133.98,6,2,0
1000,0,0,4,3,59.99,5,3,0
1001,0,1,3,10,70.49,7,25,0
1002,1,0,1,1,66.49,0,5,1
1003,1,0,1,0,0,7,14,1
1004,1,1,1,0,0,1,12,0
1005,0,1,5,4,117.98,4,12,0
1006,0,0,3,0,0,7,10,1
1007,0,0,2,2,141.98,2,1,0
1008,0,1,3,0,0,7,27,0
1009,1,0,1,2,61.49,7,8,0
1010,0,0,2,0,0,0,3,0
1011,0,1,3,1,65.99,1,22,0
1012,0,1,3,7,54.99,4,14,0
1013,0,0,1,3,53.99,1,1,1
1014,0,0,2,1,182.97,4,21,0
1015,0,1,2,1,52.49,7,19,0
1016,1,0,1,0,0,0,11,0
1017,1,0,1,1,68.49,4,1,0
1018,0,1,1,10,61.99,5,23,0
1019,1,1,1,4,115.98,1,16,1
1020,0,1,2,6,54.99,4,16,1
1021,0,0,2,1,69.99,1,9,0
1022,1,0,1,1,77.99,1,7,1
1023,0,1,1,1,179.97,2,18,0
1024,0,0,1,3,231.96,0,6,0
1025,0,1,3,2,73.99,6,17,0
1026,1,0,1,0,0,7,17,0
1027,0,1,2,0,0,6,16,0
1028,0,1,3,5,54.99,0,16,0
1029,0,0,3,2,60.99,5,6,1
1030,0,0,5,2,39.99,5,17,0
1031,0,0,2,0,0,1,4,1
1032,0,1,1,5,71.99,7,9,0
1033,0,1,2,6,31.99,5,13,0
1034,0,1,2,2,74.99,5,10,0
1035,0,1,2,5,55.99,2,19,0
1036,0,1,2,0,0,1,15,0
1037,0,1,1,0,0,5,14,0
1038,0,1,2,5,57.99,7,23,0
1039,0,0,2,2,74.99,6,5,0
1040,0,0,1,2,52.99,1,12,1
1041,0,0,2,6,50.49,0,11,0
1042,0,1,1,2,151.98,5,15,0
1043,1,1,1,7,56.49,1,21,0
1044,0,0,1,8,51.49,2,5,0
1045,0,1,1,0,0,5,15,0
1046,0,0,3,15,209.97,4,5,0
1047,0,1,3,3,49.99,7,13,0
1048,0,0,1,0,0,1,8,0
1049,0,0,4,0,0,1,3,1
1050,0,1,2,0,0,5,17,0
1051,0,1,3,1,64.99,1,18,1
1052,1,1,1,7,63.49,1,23,1
1053,0,1,2,6,56.99,1,16,0
1054,0,0,2,0,0,3,2,1
1055,0,0,4,0,0,1,1,0
1056,0,1,1,3,46.99,6,21,0
1057,0,1,2,1,196.47,0,19,0
1058,0,0,2,0,0,5,11,1
1059,0,1,1,2,68.99,4,12,0
1060,0,0,1,1,51.99,0,14,1
1061,0,1,2,2,116.98,1,21,1
1062,0,1,3,7,67.49,2,6,0
1063,0,1,5,0,0,2,16,1
1064,0,1,3,0,0,6,14,1
1065,0,0,1,3,62.99,4,3,0
1066,0,1,1,1,56.99,4,23,0
1067,1,0,1,3,52.99,5,10,1
1068,0,1,1,0,0,1,21,0
1069,0,0,1,1,32.99,1,8,0
1070,0,0,2,3,81.99,0,3,1
1071,0,1,3,0,0,5,8,0
1072,1,1,1,3,40.49,5,19,0
1073,1,0,2,2,138.98,6,10,0
1074,0,1,1,1,72.99,1,21,0
1075,0,1,3,1,223.96,7,5,0
1076,1,0,1,1,151.98,4,10,0
1077,0,1,3,4,112.98,0,16,0
1078,0,1,3,0,0,0,9,0
1079,0,1,1,2,61.99,0,10,1
1080,0,1,3,0,0,5,24,0
1081,0,1,3,0,0,7,16,0
1082,0,1,3,0,0,1,19,0
1083,0,1,3,0,0,7,20,0
1084,1,1,1,5,112.98,1,15,0
1085,0,0,1,0,0,2,6,1
1086,0,0,1,0,0,7,1,0
1087,1,1,1,2,153.98,7,29,0
1088,0,1,2,9,78.98,7,13,0
1089,0,0,2,2,72.99,5,10,0
1090,0,0,3,5,63.99,4,13,1
1091,0,0,1,7,70.99,4,17,0
1092,0,1,1,1,136.98,5,13,0
1093,0,0,2,5,56.99,1,14,1
1094,1,0,1,1,56.99,4,11,1
1095,1,1,1,1,66.99,2,23,0
1096,1,0,1,2,70.99,1,2,0
1097,1,1,1,0,0,0,22,0
1098,0,1,3,1,42.99,5,15,0
1099,0,0,1,0,0,0,1,0
1100,0,1,2,2,59.99,5,12,0
1101,1,0,1,0,0,2,7,1
1102,0,1,3,2,52.99,2,16,0
1103,0,1,3,1,67.99,5,17,0
1104,0,1,3,3,70.99,3,12,1
1105,0,0,1,2,50.99,7,12,1
1106,0,1,4,2,48.49,1,20,0
1107,0,1,2,1,56.99,0,16,0
1108,0,1,3,0,0,2,11,0
1109,0,1,3,3,64.49,0,19,0
1110,0,1,1,0,0,2,15,0
1111,0,1,3,0,0,5,14,0
1112,0,0,2,3,184.47,4,12,0
1113,0,1,3,0,0,3,27,0
1114,0,1,1,3,60.99,2,17,0
1115,0,0,1,1,53.99,4,6,1
1116,0,1,2,9,62.99,2,13,1
1117,0,0,1,0,0,3,15,0
1118,1,1,1,18,64.99,6,22,0
1119,0,1,3,0,0,0,23,1
1120,0,1,3,0,0,0,14,1
1121,0,1,1,4,58.99,2,22,0
1122,0,0,1,0,0,4,14,0
1123,0,1,3,9,70.49,5,16,0
1124,0,1,3,2,53.99,2,19,0
1125,1,0,3,1,75.99,2,9,0
1126,0,1,3,1,59.99,4,23,0
1127,0,0,3,3,153.98,6,16,0
1128,0,1,1,1,61.99,5,23,0
1129,0,1,1,0,0,5,14,0
1130,0,0,2,5,171.98,4,7,0
1131,1,1,1,3,59.99,7,12,0
1132,1,1,1,1,188.97,1,21,0
1133,0,1,2,3,130.98,2,20,1
1134,1,1,3,1,37.99,0,18,0
1135,0,0,3,1,59.99,0,4,1
1136,0,1,5,0,0,5,14,1
1137,0,0,2,0,0,5,5,0
1138,0,0,1,1,66.99,6,6,1
1139,0,0,3,5,82.99,3,2,0
1140,1,0,1,5,73.99,4,10,0
1141,1,1,1,2,70.99,3,22,0
1142,0,1,3,2,137.98,1,20,0
1143,0,1,2,1,105.98,7,26,0
1144,0,1,2,0,0,1,20,0
1145,1,1,1,1,66.99,5,17,1
1146,0,1,2,0,0,4,21,0
1147,0,0,3,1,40.99,3,17,1
1148,0,1,3,4,69.99,2,14,0
1149,0,0,1,0,0,0,9,0
1150,0,0,1,2,68.99,6,6,0
1151,0,0,2,0,0,0,8,0
1152,0,0,2,3,82.49,2,3,1
1153,0,0,2,1,61.99,4,7,0
1154,0,0,5,0,0,4,10,0
1155,0,0,1,4,81.99,2,4,1
1156,0,0,3,0,0,4,8,0
1157,0,0,4,0,0,7,9,0
1158,0,1,3,1,173.98,1,22,0
1159,0,1,3,1,59.49,6,18,0
1160,0,1,3,0,0,4,24,1
1161,0,1,3,0,0,0,12,0
1162,0,1,1,0,0,4,25,0
1163,0,1,3,0,0,4,17,0
1164,0,0,3,2,48.49,0,14,0
1165,0,1,3,0,0,5,17,0
1166,0,1,2,1,68.99,3,18,0
1167,0,1,3,2,72.49,7,18,0
1168,0,0,3,4,50.99,4,8,1
1169,0,1,3,1,67.49,4,13,0
1170,0,1,2,1,55.49,1,8,0
1171,1,1,3,4,54.99,5,21,1
1172,0,1,3,2,50.99,4,12,0
1173,0,0,3,0,0,4,13,0
1174,0,0,4,0,0,0,11,1
1175,1,1,1,0,0,3,13,0
1176,0,1,2,0,0,0,20,1
1177,0,1,3,0,0,5,12,1
1178,0,1,1,3,135.98,2,24,0
1179,0,1,3,2,51.49,5,16,1
1180,0,1,3,0,0,2,19,0
1181,1,0,1,0,0,3,12,0
1182,0,0,3,3,60.99,6,6,1
1183,1,1,3,2,70.49,7,23,1
1184,0,0,1,0,0,5,1,1
1185,0,0,1,4,212.97,0,17,0
1186,0,0,2,1,136.98,5,20,0
1187,0,0,2,0,0,7,11,1
1188,0,0,1,3,67.99,5,4,0
1189,0,1,1,6,58.49,0,24,1
1190,0,1,1,10,194.97,4,9,1
1191,0,1,4,0,0,3,25,1
1192,0,0,1,1,69.49,2,8,1
1193,0,1,2,10,138.98,2,21,0
1194,0,0,3,2,212.97,5,2,0
1195,1,0,1,0,0,1,3,0
1196,1,0,1,1,118.98,4,11,0
1197,0,1,1,3,100.98,5,15,0
1198,0,1,3,4,67.99,3,15,0
1199,0,0,1,2,107.98,5,3,0
1200,0,1,2,12,48.49,7,4,1
1201,1,1,1,1,117.98,4,18,0
1202,0,1,1,2,61.99,5,23,1
1203,0,0,2,2,166.98,0,6,1
1204,1,1,2,5,261.96,2,15,0
1205,1,0,2,11,68.99,5,3,0
1206,0,1,3,0,0,0,15,0
1207,0,1,3,0,0,4,31,1
1208,0,1,1,2,167.97,1,14,0
1209,0,0,1,1,193.47,2,4,1
1210,0,1,3,0,0,6,25,0
1211,0,0,3,5,66.49,5,5,0
1212,0,1,3,1,48.99,4,17,0
1213,0,1,3,0,0,0,21,0
1214,1,1,2,8,54.99,7,23,0
1215,0,0,1,5,113.98,6,6,0
1216,1,1,3,3,188.97,0,17,0
1217,0,0,3,0,0,4,4,0
1218,1,0,1,0,0,6,19,0
1219,0,0,2,11,69.49,5,12,1
1220,0,1,3,3,138.98,7,27,0
1221,0,0,1,0,0,5,11,1
1222,0,0,1,4,50.99,2,9,0
1223,0,1,2,1,55.99,5,14,0
1224,0,0,2,0,0,4,10,0
1225,0,1,2,1,45.49,0,17,0
1226,0,0,1,3,51.99,1,6,0
1227,0,1,2,0,0,7,27,1
1228,0,1,3,0,0,5,18,0
1229,0,1,3,9,60.49,0,15,1
1230,0,0,3,0,0,7,6,0
1231,1,1,1,3,85.99,3,20,0
1232,0,1,1,0,0,6,21,0
1233,0,0,1,0,0,6,20,1
1234,1,0,1,1,65.49,1,6,1
1235,0,1,2,1,65.99,6,13,0
1236,1,1,1,0,0,4,23,0
1237,0,1,3,4,139.98,5,20,0
1238,0,1,3,2,66.49,6,17,0
1239,0,0,2,4,55.99,3,6,0
1240,0,0,1,1,73.49,3,7,1
1241,0,0,2,0,0,4,14,0
1242,0,1,3,1,149.97,0,18,1
1243,0,1,5,2,59.99,5,25,0
1244,0,1,3,8,57.99,0,6,0
1245,0,1,1,0,0,2,25,0
1246,1,0,1,0,0,3,4,0
1247,0,0,3,1,56.99,2,11,0
1248,0,1,2,5,69.99,5,21,0
1249,0,0,2,0,0,6,11,0
1250,1,1,1,5,105.98,1,21,0
1251,0,0,1,3,59.49,5,13,1
1252,0,1,1,0,0,0,21,0
1253,0,1,2,2,70.49,6,19,0
1254,0,0,1,0,0,2,13,0
1255,1,0,1,0,0,5,1,1
1256,0,0,1,2,67.99,4,10,0
1257,0,0,3,0,0,5,6,0
1258,0,1,3,0,0,5,17,0
1259,0,0,2,3,212.97,0,10,1
1260,1,1,1,0,0,7,11,0
1261,0,0,2,1,133.47,1,23,1
1262,0,1,3,6,56.99,7,20,0
1263,0,0,2,0,0,3,8,0
1264,0,1,3,2,77.99,6,7,1
1265,0,0,1,0,0,2,2,1
1266,0,0,4,0,0,4,14,1
1267,0,1,5,1,65.49,4,21,0
1268,1,1,1,2,239.96,5,18,1
1269,1,0,1,5,65.99,0,15,0
1270,1,1,1,2,55.99,0,20,0
1271,0,0,3,2,96.98,4,18,0
1272,0,0,3,1,48.49,0,9,1
1273,0,1,3,0,0,4,20,1
1274,1,0,1,1,101.98,7,9,0
1275,0,0,3,5,61.99,0,6,0
1276,0,1,3,0,0,4,24,0
1277,0,0,2,2,59.99,4,10,0
1278,1,1,4,4,58.99,5,27,1
1279,0,0,3,3,66.99,4,14,1
1280,0,1,1,3,79.49,2,16,0
1281,0,0,1,3,231.96,6,1,1
1282,0,0,1,5,63.99,6,11,0
1283,1,1,2,0,0,1,15,0
1284,0,0,2,3,55.49,5,10,0
1285,0,1,3,2,67.99,0,16,0
1286,0,0,3,0,0,0,9,0
1287,0,0,3,3,61.99,4,3,0
1288,0,1,1,3,63.99,5,19,1
1289,0,1,3,1,52.99,1,19,0
1290,0,0,1,1,197.97,4,3,0
1291,0,0,1,7,63.99,4,1,1
1292,0,0,3,5,63.49,2,13,0
1293,0,1,3,0,0,4,11,0
1294,1,0,1,1,57.99,4,4,0
1295,0,0,2,0,0,4,1,0
1296,0,1,2,4,71.99,1,10,0
1297,0,1,3,2,50.99,4,16,0
1298,1,1,1,0,0,1,27,0
1299,0,1,1,3,33.99,4,13,1
1300,0,0,4,3,72.99,5,12,1
1301,0,0,1,1,69.99,2,10,0
1302,0,0,3,4,107.98,5,2,0
1303,0,0,1,0,0,0,2,0
1304,0,0,2,0,0,2,8,0
1305,0,1,1,0,0,2,13,0
1306,0,1,3,4,53.99,2,13,1
1307,0,1,2,3,43.49,0,6,0
1308,0,1,3,4,36.49,7,18,0
1309,0,1,1,3,203.97,1,22,0
1310,0,1,3,0,0,4,27,0
1311,0,0,4,5,52.99,0,8,1
1312,0,0,2,1,54.49,1,1,1
1313,0,1,3,2,55.99,0,20,0
1314,0,0,2,1,54.49,6,3,0
1315,0,1,2,2,51.49,6,8,0
1316,1,1,1,1,62.99,3,17,1
1317,0,1,2,1,86.99,0,17,0
1318,0,0,1,3,125.98,4,16,0
1319,0,1,3,2,65.49,1,25,0
1320,0,1,4,8,125.98,6,25,0
1321,0,1,1,0,0,7,15,0
1322,0,0,3,2,137.98,2,9,0
1323,0,1,3,2,185.97,3,26,1
1324,0,0,4,4,60.99,0,1,1
1325,0,1,3,0,0,4,15,0
1326,0,1,4,0,0,1,14,0
1327,0,1,3,3,48.99,1,14,0
1328,0,1,3,2,120.98,5,18,1
1329,1,1,1,1,200.97,3,16,0
1330,0,1,3,0,0,1,15,0
1331,0,0,2,3,145.98,7,7,0
1332,0,1,3,0,0,6,14,0
1333,0,1,3,3,69.99,6,16,1
1334,1,0,1,0,0,2,3,1
1335,0,0,3,1,49.49,6,16,0
1336,0,1,1,5,173.97,7,14,1
1337,0,0,1,6,124.98,1,3,0
1338,1,1,1,1,54.49,7,16,0
1339,0,1,1,1,64.49,6,21,1
1340,0,0,4,0,0,0,21,0
1341,0,0,3,0,0,2,14,0
1342,0,0,4,0,0,7,7,1
1343,0,1,3,0,0,2,14,0
1344,1,1,3,0,0,6,18,0
1345,0,1,1,3,56.49,7,23,0
1346,1,1,1,1,56.99,4,14,0
1347,0,0,3,1,59.99,4,3,1
1348,0,1,3,0,0,4,16,1
1349,0,0,1,0,0,0,1,0
1350,0,0,3,0,0,3,7,1
1351,0,0,2,0,0,4,16,0
1352,0,0,2,0,0,1,13,1
1353,1,0,1,2,47.49,7,10,0
1354,0,0,3,3,51.49,2,2,0
1355,0,1,1,2,54.99,2,12,0
1356,0,0,1,6,56.99,1,21,0
1357,0,1,2,1,47.49,0,13,1
1358,0,1,1,1,123.98,2,15,0
1359,0,1,1,2,51.99,0,19,0
1360,1,1,1,1,65.99,1,18,0
1361,0,0,1,0,0,2,2,0
1362,0,1,3,2,190.47,6,18,0
1363,0,0,2,1,155.98,2,14,0
1364,0,0,1,1,147.98,3,2,0
1365,1,0,1,1,109.98,2,13,1
1366,1,1,1,1,47.99,6,19,0
1367,1,0,1,0,0,5,13,1
1368,0,0,3,4,64.99,3,1,0
1369,0,0,1,6,125.98,6,3,0
1370,0,1,3,1,53.49,5,13,0
1371,0,1,2,6,42.99,5,18,0
1372,0,1,1,7,95.98,0,12,0
1373,0,0,2,3,67.99,1,12,0
1374,1,1,1,2,66.49,0,16,0
1375,0,0,1,1,40.99,7,10,1
1376,0,0,2,0,0,3,1,0
1377,1,0,2,9,62.99,6,10,1
1378,0,0,1,0,0,4,17,1
1379,0,0,1,1,62.99,2,15,0
1380,0,0,2,1,79.49,6,14,1
1381,1,0,1,6,125.98,4,12,0
1382,0,1,1,4,55.99,1,16,0
1383,1,1,1,0,0,6,20,0
1384,0,0,1,0,0,4,14,1
1385,0,1,2,1,68.99,1,23,0
1386,0,0,3,1,128.98,3,3,1
1387,0,1,1,2,193.47,7,21,0
1388,1,0,1,1,54.99,1,4,0
1389,0,0,3,1,158.97,0,1,1
1390,0,1,3,0,0,6,8,0
1391,0,0,1,2,133.98,6,4,0
1392,0,1,3,1,50.49,0,13,0
1393,0,1,3,2,59.99,1,30,0
1394,1,0,3,0,0,3,7,0
1395,0,1,3,3,57.99,1,13,0
1396,0,0,4,3,56.99,1,12,0
1397,0,1,3,1,66.49,0,13,0
1398,0,1,3,1,109.98,4,15,0
1399,0,1,1,2,129.98,2,17,0
1400,0,1,4,0,0,5,19,0
1401,0,1,3,0,0,6,16,1
1402,0,1,2,4,131.98,0,19,0
1403,1,0,1,0,0,1,4,1
1404,0,0,1,1,135.98,2,5,0
1405,0,0,1,2,155.98,3,1,0
1406,0,1,3,0,0,0,21,1
1407,0,1,1,0,0,4,11,0
1408,1,1,2,0,0,0,21,1
1409,0,1,2,2,61.49,5,20,0
1410,0,1,4,7,66.49,7,13,0
1411,0,0,2,8,169.47,2,2,0
1412,0,1,3,5,291.96,2,21,0
1413,0,1,2,2,133.98,1,17,0
1414,0,1,1,2,95.98,6,7,1
1415,0,0,1,1,71.49,0,12,0
1416,0,1,3,0,0,6,16,0
1417,1,1,1,2,50.49,2,24,1
1418,0,1,3,0,0,0,21,0
